6163	2
6742	2
7836	1
8404	1
8964	1
10612	1
11734	2
12276	1
12840	1
13374	2
13924	1
14470	1
15006	1
15544	1
16096	2
16670	1
18352	1
21610	2
22192	1
22757	2
24454	1
25538	2
26108	2
26688	1
27230	1
27787	2
28326	1
29458	1
30012	NaN
30557	NaN
32245	NaN
32826	NaN
33960	NaN
35060	NaN
37729	NaN
38284	NaN
38860	NaN
39434	NaN
39992	NaN
40565	NaN
42205	NaN
43845	NaN
44397	NaN
44974	NaN
45524	NaN
46069	NaN
46624	NaN
47742	NaN
48854	NaN
49401	NaN
49953	NaN
54348	NaN
55458	NaN
56547	NaN
57098	NaN
57656	NaN
58237	NaN
58787	NaN
59332	NaN
59894	NaN
60992	NaN
62109	NaN
62684	NaN
63258	NaN
66604	NaN
67160	NaN
67721	NaN
68842	NaN
69394	NaN
69928	NaN
76554	NaN
77110	NaN
77686	NaN
78258	NaN
78820	NaN
79358	NaN
81012	NaN
81581	NaN
82684	NaN
83264	NaN
83807	NaN
84340	NaN
84908	NaN
85460	NaN
86012	NaN
87728	NaN
88264	NaN
89374	NaN
92590	NaN
93132	NaN
93667	NaN
94772	NaN
95308	NaN
97540	NaN
98102	NaN
99227	NaN
99764	NaN
100886	NaN
101470	NaN
102589	NaN
103167	NaN
103748	NaN
104309	NaN
105438	NaN
105984	NaN
108629	NaN
109726	NaN
110278	NaN
111906	NaN
112468	NaN
113045	NaN
114154	NaN
114713	NaN
115252	NaN
115786	NaN
120325	NaN
120906	NaN
121474	NaN
122040	NaN
124726	NaN
125262	NaN
126352	NaN
128548	NaN
129636	NaN
130755	NaN
131317	NaN
131872	NaN
132949	NaN
133512	NaN
134076	NaN
134616	NaN
135170	NaN
135738	NaN
136293	NaN
136836	NaN
137974	NaN
139132	NaN
139714	NaN
140286	NaN
140836	NaN
147463	NaN
148002	NaN
149108	NaN
149670	NaN
150227	NaN
151313	NaN
151850	NaN
152397	NaN
152938	NaN
153505	NaN
154050	NaN
155188	NaN
155741	NaN
156317	NaN
156887	NaN
157461	NaN
158566	NaN
159677	NaN
160212	NaN
163343	NaN
163904	NaN
165603	NaN
166145	NaN
167233	NaN
167763	NaN
168865	NaN
169410	NaN
169962	NaN
171075	NaN
171646	NaN
172206	NaN
173910	NaN
174456	NaN
175011	NaN
179213	NaN
180352	NaN
180889	NaN
181979	NaN
182555	NaN
183084	NaN
184186	NaN
184739	NaN
185277	NaN
185840	NaN
186382	NaN
186957	NaN
187493	NaN
188046	NaN
188619	NaN
189194	NaN
189738	NaN
190288	NaN
190840	NaN
195032	NaN
196667	NaN
197239	NaN
197798	NaN
198915	NaN
199475	NaN
200015	NaN
200577	NaN
202742	NaN
203275	NaN
203807	NaN
204914	NaN
206563	NaN
207651	NaN
208753	NaN
210423	NaN
210959	NaN
217738	NaN
218303	NaN
218837	NaN
219956	NaN
220527	NaN
222766	NaN
223300	NaN
223836	NaN
224407	NaN
225542	NaN
226088	NaN
226627	NaN
227178	NaN
228278	NaN
228830	NaN
229383	NaN
230481	NaN
234117	NaN
234656	NaN
235198	NaN
235746	NaN
236851	NaN
237410	NaN
238546	NaN
239092	NaN
239634	NaN
240196	NaN
240751	NaN
241293	NaN
241851	NaN
242420	NaN
244094	NaN
244672	NaN
245230	NaN
245805	NaN
246380	NaN
246949	NaN
249514	NaN
251173	NaN
251739	NaN
252270	NaN
252804	NaN
253910	NaN
255552	NaN
256092	NaN
257223	NaN
257768	NaN
258307	NaN
259430	NaN
259994	NaN
262214	NaN
265888	NaN
266449	NaN
267004	NaN
267579	NaN
270363	NaN
270897	NaN
271442	NaN
272001	NaN
272574	NaN
273150	NaN
273679	NaN
274761	NaN
275294	NaN
275838	NaN
276976	NaN
277524	NaN
278628	NaN
280814	NaN
281371	NaN
