5171	1
5748	1
7385	2
9083	1
9623	1
10183	1
10763	2
12448	2
13006	1
13547	2
14649	2
15221	1
15774	2
16873	2
17450	1
18561	2
21816	1
22364	2
25122	2
25662	1
27320	1
27855	1
28425	1
28987	2
29534	2
30087	1
30621	2
31201	2
31779	1
32327	2
32889	2
33995	2
34544	1
37220	1
37796	1
38358	2
38941	1
40055	2
40632	1
42884	1
43993	1
44552	2
45117	2
46769	2
47328	2
48951	2
49508	1
50064	1
50601	1
53288	1
53829	2
54932	2
55475	2
56605	1
57175	1
57731	1
59946	1
60511	2
61045	2
61622	1
62197	2
62764	2
63320	2
63857	2
64433	1
64976	1
66066	1
66618	2
68324	1
68901	2
76193	2
78412	2
78988	2
79565	2
80697	1
81265	1
81800	1
82901	2
83436	2
86209	2
87341	2
88999	1
89548	2
92209	1
93937	1
95065	2
96144	1
96696	2
97808	1
99488	2
100050	2
100608	2
101149	2
101707	1
103418	2
104559	1
105122	2
105686	2
108332	2
109428	1
109990	1
111663	1
112198	1
113321	1
113864	2
114402	1
114983	1
115531	2
116076	2
116614	1
117179	1
117740	1
118278	1
119938	1
120491	1
121039	2
121618	1
124291	2
124867	2
125432	2
126006	2
126561	1
127144	1
127684	1
128245	2
128807	1
129354	1
130444	2
131006	1
131583	2
132124	2
133780	2
136041	1
136582	2
137119	2
137673	2
138229	1
138781	1
139339	1
139893	1
147606	2
148181	2
148725	1
150393	1
150956	2
153729	1
154836	1
155955	1
156509	1
157075	1
157628	1
158166	1
159874	1
160437	2
160988	2
164631	2
165166	1
166853	1
168006	2
168537	1
169082	1
169638	1
170736	1
171824	2
172386	2
172962	1
173528	2
174093	2
174642	2
175202	1
175770	1
176301	1
179452	2
181122	2
181676	1
182241	2
183365	2
183897	2
184453	2
185566	2
186672	1
187203	2
187749	2
188851	2
189965	1
190499	2
191072	1
192205	1
195338	2
198062	2
198595	2
199137	1
199686	2
200237	2
201369	2
201913	1
202465	1
203023	2
203558	2
204704	1
205262	1
205791	1
206360	1
207481	2
208014	2
209109	2
209646	1
210216	1
210785	2
211336	1
219564	2
220109	2
221225	1
222330	1
223465	2
224578	1
225136	1
225679	2
226250	1
226783	2
227858	2
228406	1
228951	1
229526	2
230095	NaN
230636	NaN
231693	NaN
234253	NaN
235386	NaN
235946	NaN
237022	NaN
237583	NaN
238158	NaN
238727	NaN
239302	NaN
240942	NaN
241478	NaN
242555	NaN
243115	NaN
243646	NaN
244186	NaN
244747	NaN
246399	NaN
246974	NaN
250043	NaN
250578	NaN
252223	NaN
252782	NaN
253323	NaN
254426	NaN
256663	NaN
257238	NaN
258366	NaN
259479	NaN
260578	NaN
261154	NaN
262817	NaN
263353	NaN
265885	NaN
266427	NaN
267004	NaN
267580	NaN
268695	NaN
269788	NaN
270345	NaN
270893	NaN
271432	NaN
272500	NaN
273596	NaN
274125	NaN
275242	NaN
275806	NaN
276383	NaN
276918	NaN
277998	NaN
278527	NaN
279073	NaN
279603	NaN
280171	NaN
281841	NaN
