4887	1
5454	1
6593	1
7174	2
9942	1
11077	2
11659	1
12202	2
13884	2
15527	2
16627	2
17198	1
17745	1
18323	2
22107	2
22687	1
23235	1
24348	1
24889	1
25990	2
26560	2
28784	1
29347	1
29893	2
30475	2
32153	2
32720	2
33261	1
33795	2
36988	2
37525	2
38101	1
39179	1
39749	1
40856	2
41941	1
42520	1
43097	1
43643	1
44203	1
44743	2
45308	2
45856	1
46424	1
47001	2
48716	1
49256	1
49833	1
50376	2
53047	2
53614	1
54187	2
54738	2
56415	2
56957	1
57491	2
58064	1
58621	1
59164	1
60241	2
60797	2
61888	1
62468	2
63560	2
64109	2
64652	2
65232	1
66350	2
68014	1
68557	2
75645	1
76201	1
76783	2
78448	1
79563	1
80721	2
81254	1
81827	2
82981	2
83561	2
84104	2
84671	2
85799	1
86361	1
86924	NaN
87459	NaN
88041	NaN
89186	NaN
91849	NaN
92416	NaN
93529	NaN
94645	NaN
95730	NaN
96282	NaN
96831	NaN
97985	NaN
98531	NaN
99065	NaN
99598	NaN
100728	NaN
101301	NaN
102410	NaN
102951	NaN
103518	NaN
105249	NaN
107905	NaN
108451	NaN
109554	NaN
110640	NaN
111206	NaN
111743	NaN
112858	NaN
115109	NaN
115649	NaN
116186	NaN
116725	NaN
117847	NaN
118951	NaN
119497	NaN
123857	NaN
124407	NaN
124974	NaN
125553	NaN
126114	NaN
126690	NaN
127260	NaN
127811	NaN
128381	NaN
128920	NaN
129500	NaN
133386	NaN
135097	NaN
135664	NaN
136201	NaN
136765	NaN
137317	NaN
137860	NaN
138403	NaN
139475	NaN
140047	NaN
146701	NaN
147271	NaN
147855	NaN
148949	NaN
150616	NaN
151168	NaN
151714	NaN
152265	NaN
152835	NaN
153981	NaN
155115	NaN
157906	NaN
159040	NaN
160179	NaN
163361	NaN
163919	NaN
164453	NaN
165547	NaN
166125	NaN
167219	NaN
167776	NaN
168351	NaN
168894	NaN
169452	NaN
171108	NaN
171686	NaN
172256	NaN
173960	NaN
174500	NaN
176141	NaN
178806	NaN
179938	NaN
180483	NaN
182141	NaN
182699	NaN
183257	NaN
184406	NaN
184982	NaN
185547	NaN
186108	NaN
186673	NaN
187210	NaN
187750	NaN
188305	NaN
188866	NaN
189412	NaN
190537	NaN
191072	NaN
192193	NaN
194844	NaN
195381	NaN
195960	NaN
196506	NaN
197050	NaN
198150	NaN
198712	NaN
199250	NaN
199813	NaN
200905	NaN
201456	NaN
202002	NaN
204284	NaN
204857	NaN
205414	NaN
206533	NaN
207093	NaN
207654	NaN
208752	NaN
209289	NaN
209850	NaN
217524	NaN
220798	NaN
221921	NaN
223054	NaN
223601	NaN
224698	NaN
225262	NaN
226338	NaN
226886	NaN
227452	NaN
228020	NaN
228594	NaN
229163	NaN
229710	NaN
230833	NaN
233373	NaN
235062	NaN
235602	NaN
236158	NaN
236732	NaN
237277	NaN
237838	NaN
238945	NaN
240056	NaN
241165	NaN
241735	NaN
242282	NaN
242830	NaN
243388	NaN
245061	NaN
246180	NaN
246718	NaN
249283	NaN
250428	NaN
250991	NaN
252077	NaN
252637	NaN
253184	NaN
253719	NaN
254275	NaN
254844	NaN
255406	NaN
257090	NaN
260377	NaN
260939	NaN
262081	NaN
262646	NaN
265198	NaN
266857	NaN
267432	NaN
268005	NaN
268563	NaN
269104	NaN
270229	NaN
270794	NaN
271918	NaN
272450	NaN
273006	NaN
274119	NaN
274664	NaN
275225	NaN
275756	NaN
276302	NaN
276854	NaN
277404	NaN
277960	NaN
278518	NaN
279625	NaN
280758	NaN
281327	NaN
