4737	1
5834	-1
6393	1
6925	-1
7454	1
8543	1
9099	1
9657	-1
10763	-1
11294	-1
11822	-1
12937	-1
13501	-1
14056	1
14599	1
15126	-1
16205	1
17319	-1
17876	-1
20423	-1
20985	1
22080	1
22610	1
23706	-1
24229	1
24800	-1
25362	-1
25910	-1
26477	1
28713	-1
29248	-1
29778	1
30347	1
31470	-1
32013	1
32551	1
33124	-1
33666	1
36722	-1
38387	1
38916	1
39488	1
40025	-1
40591	-1
42821	1
43349	-1
43920	1
45588	1
46156	1
47258	-1
48915	1
49443	1
51977	1
54717	-1
55246	1
55776	-1
57404	-1
58502	1
59025	-1
59600	-1
60151	1
61223	1
62291	1
62824	1
63944	-1
64477	-1
65017	1
65597	-1
66147	-1
67268	-1
74226	-1
74764	1
75341	-1
76444	-1
76986	1
77528	1
78084	-1
79212	-1
79757	1
80336	-1
80871	-1
82551	1
83085	-1
84160	1
84704	-1
87502	-1
90060	-1
91190	1
91768	1
92864	1
93416	1
93951	1
94523	1
95635	1
96176	1
96741	1
97816	1
98383	1
99467	-1
100030	-1
101167	-1
101720	-1
102282	1
107056	1
107634	-1
109321	-1
109869	-1
110420	-1
110969	-1
112061	1
112611	1
113709	-1
114282	1
115361	-1
115928	1
116455	-1
117002	-1
117547	-1
119200	1
121741	-1
123383	-1
124504	-1
125607	1
126173	1
126744	-1
127810	1
128344	1
129472	1
130025	-1
130589	-1
131148	1
132268	-1
132808	-1
134480	1
135036	-1
135609	1
136162	1
136704	-1
137278	1
137835	1
144954	-1
146034	1
146595	-1
149978	-1
150527	1
151066	-1
151612	1
152153	1
152693	1
153231	-1
153773	1
154343	-1
155440	-1
155992	-1
158250	1
161338	1
161872	-1
162941	-1
163472	1
164037	-1
165126	1
165693	-1
166221	-1
166757	1
167327	1
167874	1
168445	1
169533	-1
170090	-1
170624	1
172291	-1
173418	-1
173964	1
176500	1
177045	-1
177588	-1
178690	1
179824	1
180384	1
180927	-1
181478	-1
182029	-1
184194	1
184724	-1
185261	-1
185791	1
188003	-1
189093	1
189623	1
192180	-1
192753	1
193283	-1
194343	1
195406	-1
197036	1
197569	1
198650	1
199195	-1
199769	1
201424	-1
201980	1
202557	-1
204206	-1
204737	-1
205286	-1
205834	1
206409	1
206965	1
207534	1
208082	-1
